"","USA","CAN","CUB","DOM","JAM","TRI","MEX","GUA","HON","SAL","NIC","COS","PAN","COL","VEN","SUR","ECU","PER","BRA","BOL","PAR","CHL","ARG","URU","UKG","IRE","NTH","BEL","LUX","FRN","SWZ","SPN","POR","POL","AUS","HUN","CZR","SLO","ITA","ALB","MAC","CRO","SLV","GRC","CYP","BUL","MLD","ROM","RUS","EST","LAT","LIT","UKR","BLR","ARM","GRG","AZE","FIN","SWD","NOR","DEN","CAP","GNB","EQG","GAM","MLI","SEN","BEN","MAA","NIR","GUI","BFO","SIE","GHA","TOG","CAO","NIG","GAB","CEN","CHA","CON","UGA","KEN","TAZ","BUI","RWA","DJI","ERI","ANG","MZM","ZAM","ZIM","MAW","SAF","NAM","LES","BOT","MAG","MAS","MOR","ALG","TUN","LIB","SUD","IRN","TUR","EGY","SYR","LEB","JOR","ISR","SAU","YEM","KUW","BAH","QAT","UAE","OMA","TKM","TAJ","KYR","UZB","KZK","CHN","MON","TAW","ROK","JPN","IND","PAK","BNG","MYA","SRI","NEP","THI","CAM","LAO","MAL","SIN","PHI","INS","AUL","PNG","NEW","SOL","FIJ"
"UKG",11.4536859459559,9.74924720202191,3.86051916256103,5.29596460096444,5.70097854732347,5.81033228282525,7.9656045991657,4.27874728521988,4.12293201907401,3.26804686887465,3.04832472367316,6.98557706068591,3.88608962340164,6.61062874770236,6.87255288157341,2.95595140354215,4.92406018556407,5.8076018032952,8.4615768820394,3.83341260484623,3.37553763488158,7.04900307345387,6.74077937308111,4.94932710536785,0,10.6614669610976,10.8776735378284,10.6930352273824,7.53858546897717,11.0693409570406,9.46363206639959,10.3841807195523,8.62180002312566,8.79044565601552,8.75009378757835,8.45460263842283,8.43364635143599,6.99356593539525,10.4646906514552,3.30358455279515,4.48874872297084,6.12104439264388,6.42240245118918,8.05673743581101,6.79453058826751,6.57309340266937,3.35689712276558,7.84967087169503,9.41315957592196,6.74703473142574,7.19200145549802,6.65024023800248,6.51094263015311,6.46332582485583,2.4832385926873,4.65975306375838,6.13209567684773,8.78400141301671,9.67657565993415,10.1872327606972,9.27336869083213,2.27212588550934,-0.23572233352107,4.67897811313281,3.65247477222014,2.58399755243223,4.97092379386003,3.84438635671233,4.77760974292759,2.56417983068251,3.96670056671884,2.2512917986065,3.98638808738345,6.26381722243474,2.57261223020711,5.92559180295727,7.56294095325496,4.34380542185368,0.27763173659828,2.34564458245449,4.0115062839131,4.55713473694953,6.67411937494744,5.34362528425258,1.59127394180643,2.30458309565672,2.61227324570844,2.37211115564266,5.83258604204049,3.58101580823799,5.84461630612105,4.81380905109942,3.95699637107088,9.27568138353217,6.29088371952648,0.398776119957368,7.64654481742078,3.71746691096585,6.59576685266581,7.12147859891562,7.02190505567276,6.42058107554743,6.96726869540318,5.54008638198541,6.9036167269775,9.3288475897938,7.48224278975425,6.10383295006287,6.13120475011641,5.8131748514274,8.3922941469185,8.71824817666597,5.1324988818531,7.37045731636635,6.47961502183475,6.78737136396944,9.3994074597668,6.77146580061926,3.54529772563591,2.05796251000271,1.62924053973028,4.56320170116559,5.96391347802069,10.7651664370804,2.43536620422786,8.49538920273174,9.07728429494273,10.0269844551412,9.10089820436544,7.39299844436239,7.2480060821067,4.42172800152543,7.01164671607228,3.38201456224538,8.40329858600666,4.94620343393687,2.50389194969908,8.53412110243689,9.30637756017313,7.4439913064453,7.74139022540016,4.76533133811203,7.56558093466423,1.54543258245819,-2.40794560865187,-1.23787435600162
"IRE",10.5515536816554,7.70440625255674,-0.0618754037180874,2.21920348405499,2.20497226412705,2.62900699376176,6.88236567354868,1.46787434811231,0.936093359170335,1.62727783056243,-3.50655789731998,6.12273400849375,2.04251818757524,4.15151223527844,3.75302727393769,-0.083381608939051,2.90635446240277,3.36384159511839,6.28642630821266,-0.150822889734584,-0.713349887877465,4.5569248733601,5.05036869631486,2.24283508858827,10.6614669610976,0,8.98668794120478,10.0178068184847,5.20153109786034,9.20102209133719,8.54965070096477,8.52865327311095,6.60613654079148,6.0938180462198,6.72146184471576,6.19961628060295,6.43986142259966,4.42580425701977,8.77177959427867,2.42921774392741,2.64971462408925,4.80598632541821,4.10939736484839,6.27138532850973,4.11431057486298,4.27971701584931,1.17865499634165,5.58649931404147,5.89707144665781,3.84887019042288,4.27791533841649,4.05958056978576,3.98805769170414,3.22326617316949,0.688134638736401,1.56444054650336,2.0515563381903,6.66919347493955,7.6609433816272,7.74469539696393,7.58243803645111,0.470003629245736,-3.91202300542815,-0.261364764134408,0.0676586484738149,2.56955412384829,3.87328217711172,1.82937633279936,-1.83258146374831,0.148420005118273,4.48492161339192,0.392042087776024,0.113328685307003,3.88875437848879,0.871293365943419,3.84074180342318,5.01615337478016,1.50407739677627,-2.12026353620009,-1.51412773262978,2.64900766046843,1.49065437644413,3.33505757915761,2.278292400425,-1.89711998488588,-0.44628710262842,-0.49429632181478,0.0676586484738149,2.17928687664955,1.24990173621434,1.71739505393919,1.05431202977153,1.90359895098359,6.77692879621685,0.841567185678219,-4.60517018598809,-0.527632742082372,0.198850858745165,2.34180580614733,5.20877551788654,4.26759734392285,4.02141538219934,3.19622113430339,3.01455402779458,3.4578927253387,6.93832328054855,4.59015806586759,2.61958321977988,3.56473246137105,3.87286629022695,6.23717161683094,6.07343616247313,1.55180879959746,4.24161448095714,2.76883167336207,3.13679771383259,5.49199091167822,3.3403852422654,0,0,-0.798507696217772,0.165514438477573,2.35422832614588,8.41135700709045,-1.10866262452161,6.8419045372596,7.12493709441203,8.62841787915759,5.9927637028396,4.30135873160643,3.90197266957464,1.55603713570699,3.16378585855024,-1.66073120682165,6.308972376457,2.85647020622048,1.17248213723457,7.27072337940732,7.5747227417587,6.5097522601051,5.46641321607801,2.33020026002702,5.03889875936911,0,-2.12026353620009,0
"NTH",10.6698921650716,8.16019248013537,6.63063061380141,5.38343945996486,5.11637573757237,4.45143608604605,7.54506200034765,5.26263837409102,4.29701326034693,2.87412945179474,2.69124308278583,7.5299111639638,4.09284343609583,6.75277258646162,6.96928302227334,5.22902087754538,5.99191444588835,6.31759780593402,8.67272063735166,3.43592081772054,4.45178587908873,7.81340964473473,7.33613581166104,4.58863421734799,10.8776735378284,8.98668794120478,0,11.41247730834,7.59546771805204,10.8192581491634,9.11326102812363,9.94522912411577,8.33097685982415,9.06420531437591,8.82832271131803,8.45279972642418,8.5651944730711,7.43415696362415,10.3124794342607,3.24493335918749,4.7253503462442,6.1023124793185,6.77340069048199,8.12244247862528,5.97383505683816,6.01983332115843,3.75349609719991,7.13593413186089,9.80284975615179,6.5423134465032,6.12284362516436,6.74240882639414,6.74025927850674,5.62905892846026,5.05318379734221,4.1959982159486,5.11283080641093,8.86107930577325,9.44725111905404,9.20022639773417,9.08461727227566,3.58546149491545,2.07065303564676,5.95168367709614,3.28278915061185,3.35515344316075,4.44839941003814,3.34744492566291,4.38290125208454,2.87807423008576,4.19644978515925,3.06805293513362,3.56076195133349,6.33232002043895,4.15857053452137,5.94515879423147,7.88161656197823,4.70799749578756,3.13983261752775,2.9882040071332,4.18525112090978,4.7870749892857,6.19090949164431,5.18749753144279,2.81839825827108,2.77258872223978,3.09557760852371,1.61143591509677,5.73956780645899,5.86677962312239,4.20677999155189,4.8595798191763,3.98731598946358,8.10445872543306,3.44137917129499,-1.04982212449868,2.21920348405499,3.33861250647053,3.97612393083467,6.53490739815805,7.67201308700004,6.18682571740974,6.39134743691991,4.61174850134821,8.23669591307205,8.49829575431177,7.20711144328184,5.79459771887199,5.49663529642659,5.33845112428768,8.03494854569918,8.81959440387404,3.89385903480047,7.68107131310505,5.31374770420339,5.46209300605489,8.61195776786066,5.20658577594844,3.16716138918152,3.24376354037598,2.95386806945529,3.83988232765046,6.71034038874053,10.5629605693589,1.24415459395877,8.75869550462507,8.76588284465369,9.53232966380937,7.98003043691419,6.1468430442875,6.14553665241977,3.3779287547228,5.05452457966598,2.35991015961332,8.19997519646117,3.3579418729912,2.75620524298926,8.89586247673724,8.70909207221122,8.05626188392409,7.87418003354799,3.84117126445619,6.45789931553916,0.0953101798043249,-3.50655789731998,-3.2188758248682
"BEL",10.3244748982994,7.99438607538466,4.14883274750617,5.02473541847504,3.21727454350123,4.44276889662927,6.77676921568534,4.3173547713133,4.75703253529734,2.54709867004445,3.18387021566939,5.92639255036427,4.04392807630808,6.47729538763465,6.49950128554604,4.81995893291955,5.70401578077155,5.18699466790377,7.63034960506481,3.48829208851309,1.99470031322475,6.1476773849394,6.30300351718398,2.79850010402428,10.6930352273824,10.0178068184847,11.41247730834,0,9.02582360747592,11.4117439827532,8.76425949808116,9.71084350164486,8.16594634580263,8.70912838872616,8.46593989622871,7.90748601809013,8.14181878290209,6.98111725866694,10.2148653994368,3.35445511911002,4.39234818374575,5.79084662803091,6.33469957868001,7.69048718928417,5.39167108828125,6.83662440931931,3.78214208457363,7.10033240056869,8.80846032983252,5.94594403180617,5.16261218438266,6.25252026349205,6.32802606545775,5.28325448887099,5.53670414727494,3.62966009445396,3.09376601382536,8.17250045891426,9.27109110348751,8.77684609114652,8.25240178381847,3.1302631665116,1.87333945622048,2.94180393152844,2.77633170851862,4.14138716855541,4.89657033780828,3.88875437848879,4.98470191206975,3.64126360017227,4.96144504990548,3.57934356704563,5.02854069796509,5.65122522391752,3.48308454113434,5.87056729230103,5.96296218663527,4.42028534679097,3.9545076170343,3.49499126094852,4.30555047596327,4.95095605859466,4.94021282979971,4.34042308481881,3.65867794538081,3.64623287939246,1.9139771019523,2.05284085988266,6.55366271212141,6.25877808216667,4.30905263471521,3.23238417489299,2.81540871942271,7.82450590508873,3.58795353552398,4.16619999932253,3.5201649007262,4.16091227316077,4.83461384985078,6.84529459763953,7.95136212861352,6.63851543177495,5.4085609406468,3.74052268726577,6.63792622214986,8.42477303147858,6.85332021228725,5.67955808576534,5.73385894223867,4.51993904162543,8.92766441466063,7.39689955175526,3.76120011569356,5.67380425113651,4.69984379959077,5.56440545818756,8.08286862646752,4.65062144889201,2.96269241947579,2.12345842709661,1.78674692740451,3.75490124965593,4.96263481804107,9.78196208521013,1.73695123273306,7.33211246924709,7.93471759777332,9.2752128998273,8.95186234629103,6.38301664999615,6.12488030804742,3.16039889510922,6.42694142928412,3.02091257208429,7.56956657923223,3.08557297755378,3.38574527710323,6.89095494030379,7.31842681011767,6.32711501760045,7.26290906654893,3.43237299913061,6.60867516157799,1.90508815453506,-0.116533816255952,-4.60517018598809
"LUX",6.99403388756256,5.01568916839893,-0.916290731874155,1.35325450704169,-0.510825623765991,1.31908561142644,0.912282710476616,-0.798507696217772,1.92861865194525,0,0,-1.66073120682165,0,1.0681530811834,-3.50655789731998,0.548121408509688,2.69395127672271,-4.60517018598809,4.08210327579975,-2.20727491318972,0,2.70270259477561,2.31352503303238,-2.99573227355399,7.53858546897717,5.20153109786034,7.59546771805204,9.02582360747592,0,8.51111877947546,6.55510081350621,6.9483212407288,5.22746562557609,5.65686555486845,6.21488805922951,4.50568128748735,5.57988075799164,4.15857053452137,7.65765606923767,0.0953101798043249,-0.0202027073175195,2.0515563381903,4.44476666449507,5.78514738475781,3.57850639663257,2.01756613796175,-1.77195684193188,3.42556473811045,4.6874872284773,2.48073127837752,1.90359895098359,2.56494935746154,3.81485109367587,2.08318452795867,0.470003629245736,-0.0100503358535015,0.451075619360217,4.60706838327117,6.35153123258282,4.05491049297669,5.80988271664903,-1.10866262452161,-4.60517018598809,-2.04022082852655,-3.50655789731998,-0.59783700075562,0.708035793053696,-2.81341071676004,-0.843970070294529,-0.371063681390832,1.35066718347674,-1.20397280432594,-3.50655789731998,2.05796251000271,-1.56064774826467,-0.371063681390832,2.28949985344539,-0.527632742082372,-2.81341071676004,-4.60517018598809,0.431782416425538,-0.843970070294529,1.71379792775834,1.34025042261848,-1.34707364796661,-1.10866262452161,-3.91202300542815,0,-0.59783700075562,-2.30258509299405,-2.81341071676004,-4.60517018598809,-0.0618754037180875,3.96290621574272,-2.65926003693278,0,-3.50655789731998,0,-0.967584026261706,2.22786154679811,3.39081028877567,2.28645571106416,1.11841491596429,-2.99573227355399,3.01012815383772,4.99890003787783,2.35896542643015,0.908258560176891,0.336472236621213,-0.510825623765991,3.6423118182976,3.64935869595165,-3.2188758248682,2.7948393311746,3.07176695982999,1.74396880539171,5.99834085104741,-0.0304592074847086,0.553885113226438,0,-2.20727491318972,1.28093384546206,2.23751309625033,8.0516691139801,-2.40794560865187,5.65004194260978,4.68647363705213,5.35346821101288,3.46417218082354,1.25846098961001,-1.66073120682165,-3.2188758248682,-1.56064774826467,-0.210721031315653,3.43656452549945,2.54631527791664,-2.99573227355399,5.98012550243799,3.65402917667819,0.916290731874155,3.94912609337965,-4.60517018598809,1.99470031322475,0,-4.60517018598809,0
"FRN",11.0064719363189,8.84173453716948,5.17241394965888,4.81559317289292,5.95806287047395,5.89880086224456,8.16560812916739,4.6354083690487,4.53924403587192,4.95469966176595,2.89646427189532,5.39798168966098,3.71113006304876,6.44419484768326,6.55838218297632,4.55155841653944,5.30836670240104,5.72430379787695,8.71327628901559,3.73409179693548,4.01674331619855,7.6276417567317,6.97593715503451,4.68684233463212,11.0693409570406,9.20102209133719,10.8192581491634,11.4117439827532,8.51111877947546,0,10.1500741555768,11.262072787209,9.1920867842984,9.27951562683028,9.1475943766372,8.66915862819529,8.85930520881979,7.54856651652215,11.2923087185939,3.62060061336064,4.32836211008819,6.80796809232177,7.91997418148313,8.22825699955202,5.62108903467167,7.22473883901949,5.00253591583961,8.43048649527941,9.51804784102687,5.99704892540188,6.40564159581817,7.13606148085301,6.99003548159587,6.45375097520931,4.51863142457085,4.73171472731305,6.41991349160652,8.43888996995894,9.37099471421105,9.1455831602609,8.8785015843319,3.16547504814109,1.87180217690159,6.01298139057023,3.10682632105958,5.63653807370337,7.04669949580652,5.30365310613756,5.92125665206449,5.62470319162895,5.38683178007878,5.59482289754705,2.67000213346468,5.86371639923919,4.8117777686622,6.89781604806736,7.98198265771456,6.94717789482862,3.89630004496291,4.77937556217979,6.29745916664941,4.64688777933996,5.49847884147032,4.61897446696449,2.84490938381941,2.63476240533238,4.05491049297669,2.69462718077007,7.67523969112814,3.59594145845467,4.5295841990315,3.11218108619724,3.20315286440296,8.24257211821932,5.32937989199985,-1.56064774826467,2.55877649835446,6.50149985865953,6.48558135281071,9.15689845516232,9.33956437610815,8.77550154949666,7.78051200883256,5.73061912860976,8.59676378766271,9.2087761492174,7.97333804943594,7.07613847997873,6.83391496331291,5.7362496647937,7.70298059407623,8.81252046470171,5.2987672653284,7.48510432766019,5.25744328733806,7.25155063598313,8.75794873704722,5.71821121130832,4.80590451578917,2.03992078351755,1.89311196348834,4.58547755264236,7.96384621336909,10.3448865679078,3.45284061481399,8.28645562844702,8.72957180817776,9.70663777030121,8.30529368819749,6.53699589911299,6.43808759330104,4.08328361486268,5.46022360839106,3.90217466937333,8.10355779723475,5.37638890196819,4.08731994728514,7.9470314903037,8.96494354297359,6.54045263196832,7.41213618006411,2.15755932094379,6.84011863026633,1.45628673293993,-2.20727491318972,0
"SWZ",9.93153647762255,7.8527889463885,3.71210758023314,3.22644709036452,3.28914787785353,2.45958884180371,7.11592325402136,5.62427018184338,3.26537765851962,3.37176857097134,2.45444744230329,4.78940657498682,4.28027072571949,5.79304409572428,5.18251362080439,0.559615787935423,4.57697645161731,4.63792775022626,7.52670679123547,2.08442908319088,5.03194006059008,5.20109035078693,5.73048931748477,3.34321509912381,9.46363206639959,8.54965070096477,9.11326102812363,8.76425949808116,6.55510081350621,10.1500741555768,0,8.92517512964868,6.66859666847124,7.29599284142368,9.35360140278621,7.10781033042894,7.63807781314214,6.18513809223816,10.1231610903111,3.25809653802148,4.29128102136714,5.78576176747612,6.04784488054409,6.85608296540747,3.85269753934333,5.5307773844996,2.72457950305342,6.39076066607062,7.43861291549816,4.39346101229954,4.8142959455341,4.83087046608399,5.67370120261775,4.84434455437483,3.84801767545223,2.88870370079547,3.60576954739093,7.06813792825734,7.74180288403525,6.71390350396996,7.48683750325411,-0.462035459596559,0.444685821261446,1.66392609771817,0.215111379616945,1.05082162483176,3.00469201492546,3.0248055210397,0.0582689081239758,2.77258872223978,2.30956070673047,0.553885113226438,-0.462035459596559,4.05126307251965,0.828551817566148,2.70738331211451,6.34768688863769,2.36368019235386,-0.356674943938732,0.647103242058538,1.21194097397511,1.82937633279936,3.99286539327225,3.09058780456667,2.68239045432163,-0.0943106794712414,-0.82098055206983,0.506817602368452,2.57642175862377,2.67965072658051,2.8225686545448,2.55722731136763,2.02022218201986,7.4110183788136,1.21194097397511,-2.40794560865187,0.576613364303994,2.51365606307399,4.07821518029222,5.75082508098951,5.68412383699302,5.11972883334319,7.13050675344426,3.87784555362656,6.55984184071198,8.42259235996487,5.92537816198012,4.89305223844254,6.12568944919921,4.96974385272018,7.93693174093025,7.29521933598075,6.01907971414095,5.68656849392151,4.96842344528695,5.53788529627639,7.46931774234342,4.28826525485941,1.58923520511658,2.86105737022739,1.53471436623816,3.50585765220559,5.45078090967451,9.3243277688565,1.46093790411566,7.39113782258736,7.47989234747123,8.90646387482888,8.84086383620024,6.27187650621258,5.61728005903285,1.57069708411767,5.0655021955371,2.21266038546606,7.55216379404657,3.25501487148407,1.7404661748405,7.24941404229065,7.86220462171703,5.87254023544382,6.10114820450772,-0.0304592074847086,5.59723607092581,-3.50655789731998,0,-4.60517018598809
"SPN",9.72711128741929,7.69881833248659,6.71352711908162,5.71445861465344,3.31454957493648,4.96179512867678,8.84527604969234,5.18626786273941,4.79843168282038,4.89671976996636,4.32413265625498,5.07985036311773,5.89341060663259,6.05253612784692,7.29077025825271,1.10856261952128,6.15130614575193,6.70226744415634,8.29327183769214,4.06319783322526,3.72906124374677,7.46383338813313,7.78067911415108,5.39662305533216,10.3841807195523,8.52865327311095,9.94522912411577,9.71084350164486,6.9483212407288,11.262072787209,8.92517512964868,0,10.2117965448146,8.20808862038492,8.24918301876192,7.87531690499296,8.00177034995296,6.90418892710253,10.6238096281263,3.81661282062349,4.06560209335645,5.82319381353669,6.75845448608417,7.91873054043687,5.45292508477448,6.62265653353263,3.07731226054641,7.34595214371135,8.93496624505832,5.01522474643006,5.50833515064332,5.94597019577577,6.95871451757926,5.46438250082247,2.4423470353692,4.12810165902023,2.95699144523756,7.78878353354127,8.5855842818693,8.19677027271987,8.18726867163417,3.63547867738682,1.15688119679209,6.75752523673456,2.30757263450508,3.365570204019,5.17496258751793,3.35235721624268,4.9532886272437,1.69377906086785,5.18139021451875,3.27260614728917,1.47932922708708,5.05898091502654,3.66073714816766,6.60143390231142,8.34239208501253,5.25483558793608,2.48407296903942,0.559615787935423,3.92434675511698,3.56303274424796,4.28716635364992,3.53631085546933,1.02961941718116,1.27536280041261,1.27536280041261,-0.371063681390832,6.67596192576026,5.62984884627808,2.77819796100429,3.83341260484623,2.80578168959555,7.82846423610872,5.48151354075265,-2.52572864430826,0.444685821261446,3.65221546974235,4.70401955003026,8.47418338872138,8.81525866924771,7.15908192941057,8.07513463586778,2.88870370079547,7.79278648320081,8.84726067561441,7.53528068523092,6.04999285554705,5.22886010153282,4.66551241499425,7.19499225239203,8.22176385291428,3.82885876416738,5.39960961802991,4.82060409423225,6.88699118962941,6.87604787013772,5.86360276610364,3.38303341103448,0.647103242058539,1.50629715351459,2.66930937278578,6.52179863726202,9.6354531934212,-0.0408219945202552,7.3234700130842,8.29269121786418,8.94701004101669,7.75398399661128,6.08518255098173,6.04457868275747,3.16082289341958,4.44359199033204,1.84687876844913,7.27813882913615,3.74265715979441,1.45861502269952,6.80448147351831,6.55259347538322,5.36578908166305,7.47480054274444,3.37348354309464,5.80558667411125,-1.56064774826467,0,-3.2188758248682
"POR",8.2295057856169,5.98577338311269,2.74212951475507,1.14740245283754,-0.579818495252942,1.07158361628019,6.48506262520735,1.60542989103656,2.31944221006047,0.959350221334602,0.576613364303994,3.71843825635548,2.92852352386054,6.27208423955925,3.32107133718287,0.959350221334602,3.93632529795111,2.95958682691764,7.29111791718235,0.104360015324243,1.67709656090792,4.66917731596238,5.48645530866343,3.38642209608,8.62180002312566,6.60613654079148,8.33097685982415,8.16594634580263,5.22746562557609,9.1920867842984,6.66859666847124,10.2117965448146,0,6.20142153661802,6.45684814542739,5.36588255271046,6.10316243910842,4.41775568212813,8.49892330886645,1.11841491596429,2.57337529777561,3.37622139559198,4.31948611619898,5.47462085101643,3.40086399276092,4.22420254948031,2.69867303928961,5.27104893939384,6.31503245124907,3.72158862852364,4.6559583528202,4.22171115814254,3.97029191355212,3.08922261664133,-0.579818495252942,1.34286480319255,1.82937633279936,6.41277019543528,6.94527261914208,6.74304571650496,6.64233033541132,5.35884786628807,3.52929738428947,5.92248953260445,0.0769610411361284,1.20297230399235,3.45568556694622,1.94304891677428,2.64688376586472,-0.713349887877465,2.45014265735166,2.14826773260969,-1.66073120682165,2.46555392127219,1.65632149833295,3.39316520996489,7.13601372688146,3.08053287524646,1.20297230399235,4.33270507934117,3.19417321222783,2.51284601847724,1.89761985992753,2.7033726115511,-0.2484613592985,-0.446287102628419,-1.51412773262978,-1.23787435600162,7.02633799480908,4.85015350390676,2.64688376586472,3.11794990627824,2.89148225218019,6.0646685393664,1.74221902366792,-3.91202300542815,2.26592110862245,0.207014169384326,2.98467132619457,5.57697130778981,7.27085553631253,4.56767598156051,5.96696691550758,2.62466859216316,5.08283191697565,6.73924194831904,4.52807313560312,2.88256357544835,2.72915916431245,2.87016905057865,4.99498005448568,6.38898148536697,0.314810739840034,4.43911560165801,3.05964559929764,1.83418018511201,4.78164132910387,2.45873377548398,2.18717424148272,1.22671229129543,0.636576829071551,2.37583555473364,5.75871248151466,7.09418505215395,-3.91202300542815,5.77620678977834,6.06629368772863,6.82633912856777,5.65906400985682,4.59056403359873,2.54002594900908,-0.430782916092454,2.006870848845,1.75440368268429,4.98682062933022,-2.40794560865187,-0.139262067333508,5.26924894405069,5.7833019685542,3.03783344957263,4.865609522046,-0.527632742082372,3.71673778224233,0,0,-4.60517018598809
"POL",8.10069544697357,6.48064254260976,2.76443053453832,3.33541364111615,0.783901543828409,1.62334081760309,5.49371966288052,-0.0202027073175195,1.22377543162212,-0.867500567704723,-3.91202300542815,3.33148996923734,3.47289769582735,3.72978144543436,4.0203391489116,1.32175583998232,4.36246147917904,3.91202300542815,6.05521369427188,-0.2484613592985,0.451075619360217,4.32280727501391,5.90309770643783,2.45873377548398,8.79044565601552,6.0938180462198,9.06420531437591,8.70912838872616,5.65686555486845,9.27951562683028,7.29599284142368,8.20808862038492,6.20142153661802,0,8.32508065907138,8.38488847468853,8.94267528292964,8.1548335487231,9.37944919038125,2.48156774852249,4.59471572808423,5.93679714576567,6.80261696085883,6.04945039630663,4.14582950491061,6.09832144263081,4.53066213381303,7.35489961408179,9.3517835090469,6.19542527900542,6.90810521774643,7.59459762578246,7.78423184164279,7.26514296885713,2.74855214441154,2.76000994003292,3.19376312405313,7.55760344139693,8.54727806884819,7.75038655348939,8.04647250514655,-4.60517018598809,-4.60517018598809,-1.6094379124341,-0.7339691750802,0.0198026272961797,1.7263316639056,-0.23572233352107,1.81807677754543,0.157003748809665,0.908258560176891,-0.400477566597125,-0.0618754037180875,3.21927574488953,1.51951320490611,2.3832429960115,3.94700397432339,0.708035793053696,-2.65926003693278,-0.63487827243597,1.16938135955632,2.82790516291049,2.81120829320484,1.21194097397511,-1.66073120682165,-2.52572864430826,-0.0304592074847086,0.165514438477573,0.712949807856125,2.006870848845,-0.174353387144778,1.56024766824333,2.14358936150359,5.79490206802368,0.350656871613169,0,-2.04022082852655,0.609765571620894,2.02154756326093,5.24639229368312,4.87068333366881,4.05213271341279,2.84258109405982,2.69395127672271,4.99029652310073,7.74410629787862,5.05465217951303,3.49073334697301,2.75110969056266,3.31163730494951,5.45090968991121,5.20866614459539,1.74221902366792,3.11573506594869,1.24415459395877,2.45787797740008,5.22944948724924,3.02091257208429,4.61571439986376,1.82776990675109,2.53765721517353,5.33696099014024,6.56425037099674,8.26551641177972,2.2353763433006,6.2329946647536,7.04414632888645,7.07143753155715,5.91663323648498,4.46475803227135,3.56104608260405,1.16002091679675,3.51482364173701,-1.13943428318836,5.60683094857975,-1.23787435600162,1.7561322915849,5.32753630521726,5.24923215885755,3.39282913199164,5.39235400847442,-0.342490308946776,3.74194617505063,3.76607194994384,0,0
"AUS",9.12081711558457,7.37853360807044,1.8213182714696,2.50061594349318,2.03470564783844,2.55877649835446,6.40375630055842,2.20165917440409,2.19277022698684,2.16791018966744,0.78845736036427,2.8349764946746,1.58923520511658,4.13260327433919,4.05213271341279,0.494696241836107,2.94811641961233,3.46291944029015,6.38581815046143,2.03861954715958,1.35583515363518,5.61847872974174,5.28902431963644,1.92424865227413,8.75009378757835,6.72146184471576,8.82832271131803,8.46593989622871,6.21488805922951,9.1475943766372,9.35360140278621,8.24918301876192,6.45684814542739,8.32508065907138,0,8.99616647278711,8.84584348769625,8.32204168163418,9.80510871922701,3.86199207182258,4.43556740160191,7.48810323404649,8.23006563186043,6.56636295857456,4.41932241941758,6.59429033315496,3.55191359904078,8.05469730838075,8.25656841316499,5.00930107108312,5.07448607879733,5.25957653823161,6.78412895451742,4.93310609158702,1.75267208052001,3.04879899449068,5.06821213890028,7.21846272128867,7.89689118601741,6.21782292532413,7.36026935371504,-0.63487827243597,-2.12026353620009,0.405465108108164,-0.693147180559945,2.09924416897602,2.16791018966744,-2.04022082852655,1.03673688495002,-1.66073120682165,2.33311429802887,-0.0304592074847086,-0.916290731874155,2.41143949790613,-0.916290731874155,1.13783300182139,6.51969286180177,3.1267605359604,-1.96611285637283,2.01356879752913,2.40243042796376,0.867100487683383,2.42745407503992,2.50143595173921,-0.0202027073175195,1.02604159583327,0.122217632724249,-1.56064774826467,1.51732262352629,0.00995033085316809,0.693147180559945,1.39624469197306,1.34547236659964,6.71966511572531,0.285178942233662,-3.91202300542815,1.42551507427317,0.636576829071551,2.66722820658195,4.68379650644328,5.29129275161107,4.85895932741669,5.40627450805313,2.44321622273379,6.72643721851728,7.76464414117368,5.28594109547998,5.061645215004,3.71795270159964,3.4980215662977,5.64721212316781,6.75645553138287,3.06479180948549,4.50931986033126,3.45442214289945,4.12001230897068,6.13207395636857,4.10363460912919,3.80821683670256,2.006870848845,1.36863942588117,5.06701562753236,6.71181338509307,8.49833244041529,0.0392207131532813,6.63372400891819,7.18223052394664,7.88082324094383,6.25323247995896,4.82526910711608,4.0894995105589,2.72785282839839,3.34462703017376,1.34025042261848,6.0114142224156,1.33236601909433,-0.0725706928348354,5.86833599962683,6.46098368400625,5.76006828566679,5.25274452125328,-0.139262067333508,4.88801558054834,0,0,0
